state,district,period_start,festival,celebration_pct
Himachal Pradesh,Chamba,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Chamba,2022-01-13,Lohri,0.3295
Himachal Pradesh,Chamba,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Chamba,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Chamba,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Chamba,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Chamba,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Chamba,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Chamba,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Chamba,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Chamba,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Chamba,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Chamba,2022-01-26,Republic Day,0.95
Himachal Pradesh,Chamba,2022-04-14,Vaisakhi,0.2643
Himachal Pradesh,Kangra,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Kangra,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Kangra,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Kangra,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Kangra,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Kangra,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Kangra,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Kangra,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Kangra,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Kangra,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Kangra,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Kangra,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Kangra,2022-03-18,Holi,0.8089
Himachal Pradesh,Kangra,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Kangra,2022-08-15,Independence Day,0.95
Himachal Pradesh,Kangra,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Kangra,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Kangra,2022-08-18,Janmashtami (Smarta),0.8089
Himachal Pradesh,Kangra,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Kangra,2022-01-13,Lohri,0.3295
Himachal Pradesh,Kangra,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Kangra,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Kangra,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Kangra,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Kangra,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Kangra,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Kangra,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Kangra,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Kangra,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Kangra,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Kangra,2022-01-26,Republic Day,0.95
Himachal Pradesh,Kangra,2022-04-14,Vaisakhi,0.2643
Himachal Pradesh,Kinnaur,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Kinnaur,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Kinnaur,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Kinnaur,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Kinnaur,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Kinnaur,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Kinnaur,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Kinnaur,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Kinnaur,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Kinnaur,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Kinnaur,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Kinnaur,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Kinnaur,2022-03-18,Holi,0.8089
Himachal Pradesh,Kinnaur,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Kinnaur,2022-08-15,Independence Day,0.95
Himachal Pradesh,Kinnaur,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Kinnaur,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Kinnaur,2022-08-18,Janmashtami (Smarta),0.8089
Himachal Pradesh,Kinnaur,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Kinnaur,2022-01-13,Lohri,0.3295
Himachal Pradesh,Kinnaur,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Kinnaur,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Kinnaur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Kinnaur,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Kinnaur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Kinnaur,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Kinnaur,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Kinnaur,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Kinnaur,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Kinnaur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Kinnaur,2022-01-26,Republic Day,0.95
Himachal Pradesh,Kinnaur,2022-04-14,Vaisakhi,0.2643
Himachal Pradesh,Kullu,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Kullu,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Kullu,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Kullu,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Kullu,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Kullu,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Kullu,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Kullu,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Kullu,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Kullu,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Kullu,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Kullu,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Kullu,2022-03-18,Holi,0.8089
Himachal Pradesh,Kullu,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Kullu,2022-08-15,Independence Day,0.95
Himachal Pradesh,Kullu,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Kullu,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Kullu,2022-08-18,Janmashtami (Smarta),0.8089
Himachal Pradesh,Kullu,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Kullu,2022-01-13,Lohri,0.3295
Himachal Pradesh,Kullu,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Kullu,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Kullu,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Kullu,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Kullu,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Kullu,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Kullu,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Kullu,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Kullu,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Kullu,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Kullu,2022-01-26,Republic Day,0.95
Himachal Pradesh,Kullu,2022-04-14,Vaisakhi,0.2643
Himachal Pradesh,Mandi,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Mandi,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Mandi,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Mandi,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Mandi,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Mandi,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Mandi,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Mandi,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Mandi,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Mandi,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Mandi,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Mandi,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Mandi,2022-03-18,Holi,0.8089
Himachal Pradesh,Mandi,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Mandi,2022-08-15,Independence Day,0.95
Himachal Pradesh,Mandi,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Mandi,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Mandi,2022-08-18,Janmashtami (Smarta),0.8089
Himachal Pradesh,Mandi,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Mandi,2022-01-13,Lohri,0.3295
Himachal Pradesh,Mandi,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Mandi,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Mandi,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Mandi,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Mandi,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Mandi,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Mandi,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Mandi,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Mandi,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Mandi,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Mandi,2022-01-26,Republic Day,0.95
Himachal Pradesh,Mandi,2022-04-14,Vaisakhi,0.2643
Himachal Pradesh,Shimla,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Shimla,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Shimla,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Shimla,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Shimla,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Shimla,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Shimla,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Shimla,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Shimla,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Shimla,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Shimla,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Shimla,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Shimla,2022-03-18,Holi,0.8089
Himachal Pradesh,Shimla,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Shimla,2022-08-15,Independence Day,0.95
Himachal Pradesh,Shimla,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Shimla,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Shimla,2022-08-18,Janmashtami (Smarta),0.8089
Himachal Pradesh,Shimla,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Shimla,2022-01-13,Lohri,0.3295
Himachal Pradesh,Shimla,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Shimla,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Shimla,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Shimla,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Shimla,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Shimla,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Shimla,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Shimla,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Shimla,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Shimla,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Shimla,2022-01-26,Republic Day,0.95
Himachal Pradesh,Shimla,2022-04-14,Vaisakhi,0.2643
Himachal Pradesh,Solan,2022-04-14,Ambedkar Jayanti,0.75
Himachal Pradesh,Solan,2022-07-10,Bakr Id/Eid ul-Adha,0.0207
Himachal Pradesh,Solan,2022-10-26,Bhai Duj,0.7138
Himachal Pradesh,Solan,2022-05-16,Buddha Purnima/Vesak,0.096
Himachal Pradesh,Solan,2022-04-02,Chaitra Sukhladi,0.6662
Himachal Pradesh,Solan,2022-10-24,Diwali/Deepavali,0.8565
Himachal Pradesh,Solan,2022-10-05,Dussehra,0.8089
Himachal Pradesh,Solan,2022-01-09,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Solan,2022-12-29,Guru Govind Singh Jayanti,0.011
Himachal Pradesh,Solan,2022-11-08,Guru Nanak Jayanti,0.011
Himachal Pradesh,Solan,2022-02-16,Guru Ravidas Jayanti,0.3807
Himachal Pradesh,Solan,2022-02-15,Hazarat Ali's Birthday,0.0131
Himachal Pradesh,Solan,2022-03-18,Holi,0.8089
Himachal Pradesh,Solan,2022-03-17,Holika Dahana,0.7614
Himachal Pradesh,Solan,2022-08-15,Independence Day,0.95
Himachal Pradesh,Solan,2022-04-29,Jamat Ul-Vida,0.0185
Himachal Pradesh,Solan,2022-08-19,Janmashtami,0.8089
Himachal Pradesh,Solan,2022-08-18,Janmashtami (Smarta),0.8089
Himachal Pradesh,Solan,2022-10-13,Karaka Chaturthi (Karva Chauth),0.5234
Himachal Pradesh,Solan,2022-01-13,Lohri,0.3295
Himachal Pradesh,Solan,2022-03-01,Maha Shivaratri/Shivaratri,0.7614
Himachal Pradesh,Solan,2022-10-09,Maharishi Valmiki Jayanti,0.4758
Himachal Pradesh,Solan,2022-10-02,Mahatma Gandhi Jayanti,0.95
Himachal Pradesh,Solan,2022-01-14,Makar Sankranti,0.7614
Himachal Pradesh,Solan,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0185
Himachal Pradesh,Solan,2022-08-08,Muharram/Ashura,0.0174
Himachal Pradesh,Solan,2022-01-01,New Year's Day,0.65
Himachal Pradesh,Solan,2022-08-11,Raksha Bandhan (Rakhi),0.7138
Himachal Pradesh,Solan,2022-04-10,Rama Navami,0.7614
Himachal Pradesh,Solan,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0207
Himachal Pradesh,Solan,2022-01-26,Republic Day,0.95
Himachal Pradesh,Solan,2022-04-14,Vaisakhi,0.2643
Jharkhand,Hazaribagh,2022-04-14,Ambedkar Jayanti,0.75
Jharkhand,Hazaribagh,2022-07-10,Bakr Id/Eid ul-Adha,0.138
Jharkhand,Hazaribagh,2022-10-26,Bhai Duj,0.5087
Jharkhand,Hazaribagh,2022-05-16,Buddha Purnima/Vesak,0.0613
Jharkhand,Hazaribagh,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.6105
Jharkhand,Hazaribagh,2022-12-25,Christmas,0.0408
Jharkhand,Hazaribagh,2022-12-24,Christmas Eve,0.0387
Jharkhand,Hazaribagh,2022-10-24,Diwali/Deepavali,0.6105
Jharkhand,Hazaribagh,2022-10-05,Dussehra,0.5766
Jharkhand,Hazaribagh,2022-04-17,Easter Day,0.0387
Jharkhand,Hazaribagh,2022-04-15,Good Friday,0.0408
Jharkhand,Hazaribagh,2022-02-15,Hazarat Ali's Birthday,0.0872
Jharkhand,Hazaribagh,2022-03-18,Holi,0.5766
Jharkhand,Hazaribagh,2022-03-17,Holika Dahana,0.5426
Jharkhand,Hazaribagh,2022-08-15,Independence Day,0.95
Jharkhand,Hazaribagh,2022-04-29,Jamat Ul-Vida,0.1235
Jharkhand,Hazaribagh,2022-08-19,Janmashtami,0.5766
Jharkhand,Hazaribagh,2022-08-18,Janmashtami (Smarta),0.5766
Jharkhand,Hazaribagh,2022-03-01,Maha Shivaratri/Shivaratri,0.5426
Jharkhand,Hazaribagh,2022-10-02,Mahatma Gandhi Jayanti,0.95
Jharkhand,Hazaribagh,2022-01-14,Makar Sankranti,0.5426
Jharkhand,Hazaribagh,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1235
Jharkhand,Hazaribagh,2022-08-08,Muharram/Ashura,0.1162
Jharkhand,Hazaribagh,2022-01-01,New Year's Day,0.65
Jharkhand,Hazaribagh,2022-08-11,Raksha Bandhan (Rakhi),0.5087
Jharkhand,Hazaribagh,2022-04-10,Rama Navami,0.5426
Jharkhand,Hazaribagh,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.138
Jharkhand,Hazaribagh,2022-01-26,Republic Day,0.95
Karnataka,Bangalore,2022-04-14,Ambedkar Jayanti,0.75
Karnataka,Bangalore,2022-07-10,Bakr Id/Eid ul-Adha,0.1227
Karnataka,Bangalore,2022-10-26,Bhai Duj,0.63
Karnataka,Bangalore,2022-05-16,Buddha Purnima/Vesak,0.077
Karnataka,Bangalore,2022-12-25,Christmas,0.0178
Karnataka,Bangalore,2022-12-24,Christmas Eve,0.0168
Karnataka,Bangalore,2022-10-24,Diwali/Deepavali,0.756
Karnataka,Bangalore,2022-10-05,Dussehra,0.714
Karnataka,Bangalore,2022-04-17,Easter Day,0.0168
Karnataka,Bangalore,2022-08-31,Ganesh Chaturthi/Vinayaka Chaturthi,0.756
Karnataka,Bangalore,2022-04-15,Good Friday,0.0178
Karnataka,Bangalore,2022-02-15,Hazarat Ali's Birthday,0.0775
Karnataka,Bangalore,2022-03-18,Holi,0.714
Karnataka,Bangalore,2022-03-17,Holika Dahana,0.672
Karnataka,Bangalore,2022-08-15,Independence Day,0.95
Karnataka,Bangalore,2022-04-29,Jamat Ul-Vida,0.1098
Karnataka,Bangalore,2022-08-19,Janmashtami,0.714
Karnataka,Bangalore,2022-08-18,Janmashtami (Smarta),0.714
Karnataka,Bangalore,2022-03-01,Maha Shivaratri/Shivaratri,0.672
Karnataka,Bangalore,2022-10-02,Mahatma Gandhi Jayanti,0.95
Karnataka,Bangalore,2022-01-14,Makar Sankranti,0.672
Karnataka,Bangalore,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1098
Karnataka,Bangalore,2022-08-08,Muharram/Ashura,0.1034
Karnataka,Bangalore,2022-10-24,Naraka Chaturdasi,0.7392
Karnataka,Bangalore,2022-01-01,New Year's Day,0.65
Karnataka,Bangalore,2022-08-11,Raksha Bandhan (Rakhi),0.63
Karnataka,Bangalore,2022-04-10,Rama Navami,0.672
Karnataka,Bangalore,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1227
Karnataka,Bangalore,2022-01-26,Republic Day,0.95
Karnataka,Bangalore,2022-04-02,Ugadi,0.714
Karnataka,Belgaum,2022-04-14,Ambedkar Jayanti,0.75
Karnataka,Belgaum,2022-07-10,Bakr Id/Eid ul-Adha,0.1227
Karnataka,Belgaum,2022-10-26,Bhai Duj,0.63
Karnataka,Belgaum,2022-05-16,Buddha Purnima/Vesak,0.077
Karnataka,Belgaum,2022-12-25,Christmas,0.0178
Karnataka,Belgaum,2022-12-24,Christmas Eve,0.0168
Karnataka,Belgaum,2022-10-24,Diwali/Deepavali,0.756
Karnataka,Belgaum,2022-10-05,Dussehra,0.714
Karnataka,Belgaum,2022-04-17,Easter Day,0.0168
Karnataka,Belgaum,2022-08-31,Ganesh Chaturthi/Vinayaka Chaturthi,0.756
Karnataka,Belgaum,2022-04-15,Good Friday,0.0178
Karnataka,Belgaum,2022-02-15,Hazarat Ali's Birthday,0.0775
Karnataka,Belgaum,2022-03-18,Holi,0.714
Karnataka,Belgaum,2022-03-17,Holika Dahana,0.672
Karnataka,Belgaum,2022-08-15,Independence Day,0.95
Karnataka,Belgaum,2022-04-29,Jamat Ul-Vida,0.1098
Karnataka,Belgaum,2022-08-19,Janmashtami,0.714
Karnataka,Belgaum,2022-08-18,Janmashtami (Smarta),0.714
Karnataka,Belgaum,2022-03-01,Maha Shivaratri/Shivaratri,0.672
Karnataka,Belgaum,2022-10-02,Mahatma Gandhi Jayanti,0.95
Karnataka,Belgaum,2022-01-14,Makar Sankranti,0.672
Karnataka,Belgaum,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1098
Karnataka,Belgaum,2022-08-08,Muharram/Ashura,0.1034
Karnataka,Belgaum,2022-10-24,Naraka Chaturdasi,0.7392
Karnataka,Belgaum,2022-01-01,New Year's Day,0.65
Karnataka,Belgaum,2022-08-11,Raksha Bandhan (Rakhi),0.63
Karnataka,Belgaum,2022-04-10,Rama Navami,0.672
Karnataka,Belgaum,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1227
Karnataka,Belgaum,2022-01-26,Republic Day,0.95
Karnataka,Belgaum,2022-04-02,Ugadi,0.714
Karnataka,Bellary,2022-04-14,Ambedkar Jayanti,0.75
Karnataka,Bellary,2022-07-10,Bakr Id/Eid ul-Adha,0.1227
Karnataka,Bellary,2022-10-26,Bhai Duj,0.63
Karnataka,Bellary,2022-05-16,Buddha Purnima/Vesak,0.077
Karnataka,Bellary,2022-12-25,Christmas,0.0178
Karnataka,Bellary,2022-12-24,Christmas Eve,0.0168
Karnataka,Bellary,2022-10-24,Diwali/Deepavali,0.756
Karnataka,Bellary,2022-10-05,Dussehra,0.714
Karnataka,Bellary,2022-04-17,Easter Day,0.0168
Karnataka,Bellary,2022-08-31,Ganesh Chaturthi/Vinayaka Chaturthi,0.756
Karnataka,Bellary,2022-04-15,Good Friday,0.0178
Karnataka,Bellary,2022-02-15,Hazarat Ali's Birthday,0.0775
Karnataka,Bellary,2022-03-18,Holi,0.714
Karnataka,Bellary,2022-03-17,Holika Dahana,0.672
Karnataka,Bellary,2022-08-15,Independence Day,0.95
Karnataka,Bellary,2022-04-29,Jamat Ul-Vida,0.1098
Karnataka,Bellary,2022-08-19,Janmashtami,0.714
Karnataka,Bellary,2022-08-18,Janmashtami (Smarta),0.714
Karnataka,Bellary,2022-03-01,Maha Shivaratri/Shivaratri,0.672
Karnataka,Bellary,2022-10-02,Mahatma Gandhi Jayanti,0.95
Karnataka,Bellary,2022-01-14,Makar Sankranti,0.672
Karnataka,Bellary,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1098
Karnataka,Bellary,2022-08-08,Muharram/Ashura,0.1034
Karnataka,Bellary,2022-10-24,Naraka Chaturdasi,0.7392
Karnataka,Bellary,2022-01-01,New Year's Day,0.65
Karnataka,Bellary,2022-08-11,Raksha Bandhan (Rakhi),0.63
Karnataka,Bellary,2022-04-10,Rama Navami,0.672
Karnataka,Bellary,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1227
Karnataka,Bellary,2022-01-26,Republic Day,0.95
Karnataka,Bellary,2022-04-02,Ugadi,0.714
Karnataka,Bidar,2022-04-14,Ambedkar Jayanti,0.75
Karnataka,Bidar,2022-07-10,Bakr Id/Eid ul-Adha,0.1227
Karnataka,Bidar,2022-10-26,Bhai Duj,0.63
Karnataka,Bidar,2022-05-16,Buddha Purnima/Vesak,0.077
Karnataka,Bidar,2022-12-25,Christmas,0.0178
Karnataka,Bidar,2022-12-24,Christmas Eve,0.0168
Karnataka,Bidar,2022-10-24,Diwali/Deepavali,0.756
Karnataka,Bidar,2022-10-05,Dussehra,0.714
Karnataka,Bidar,2022-04-17,Easter Day,0.0168
Karnataka,Bidar,2022-08-31,Ganesh Chaturthi/Vinayaka Chaturthi,0.756
Karnataka,Bidar,2022-04-15,Good Friday,0.0178
Karnataka,Bidar,2022-02-15,Hazarat Ali's Birthday,0.0775
Karnataka,Bidar,2022-03-18,Holi,0.714
Karnataka,Bidar,2022-03-17,Holika Dahana,0.672
Karnataka,Bidar,2022-08-15,Independence Day,0.95
Karnataka,Bidar,2022-04-29,Jamat Ul-Vida,0.1098
Karnataka,Bidar,2022-08-19,Janmashtami,0.714
Karnataka,Bidar,2022-08-18,Janmashtami (Smarta),0.714
Karnataka,Bidar,2022-03-01,Maha Shivaratri/Shivaratri,0.672
Karnataka,Bidar,2022-10-02,Mahatma Gandhi Jayanti,0.95
Karnataka,Bidar,2022-01-14,Makar Sankranti,0.672
Karnataka,Bidar,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1098
Karnataka,Bidar,2022-08-08,Muharram/Ashura,0.1034
Karnataka,Bidar,2022-10-24,Naraka Chaturdasi,0.7392
Karnataka,Bidar,2022-01-01,New Year's Day,0.65
Karnataka,Bidar,2022-08-11,Raksha Bandhan (Rakhi),0.63
Karnataka,Bidar,2022-04-10,Rama Navami,0.672
Karnataka,Bidar,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1227
Karnataka,Bidar,2022-01-26,Republic Day,0.95
Karnataka,Bidar,2022-04-02,Ugadi,0.714
Karnataka,Chitradurga,2022-04-14,Ambedkar Jayanti,0.75
Karnataka,Chitradurga,2022-07-10,Bakr Id/Eid ul-Adha,0.1227
Karnataka,Chitradurga,2022-10-26,Bhai Duj,0.63
Karnataka,Chitradurga,2022-05-16,Buddha Purnima/Vesak,0.077
Karnataka,Chitradurga,2022-12-25,Christmas,0.0178
Karnataka,Chitradurga,2022-12-24,Christmas Eve,0.0168
Karnataka,Chitradurga,2022-10-24,Diwali/Deepavali,0.756
Karnataka,Chitradurga,2022-10-05,Dussehra,0.714
Karnataka,Chitradurga,2022-04-17,Easter Day,0.0168
Karnataka,Chitradurga,2022-08-31,Ganesh Chaturthi/Vinayaka Chaturthi,0.756
Karnataka,Chitradurga,2022-04-15,Good Friday,0.0178
Karnataka,Chitradurga,2022-02-15,Hazarat Ali's Birthday,0.0775
Karnataka,Chitradurga,2022-03-18,Holi,0.714
Karnataka,Chitradurga,2022-03-17,Holika Dahana,0.672
Karnataka,Chitradurga,2022-08-15,Independence Day,0.95
Karnataka,Chitradurga,2022-04-29,Jamat Ul-Vida,0.1098
Karnataka,Chitradurga,2022-08-19,Janmashtami,0.714
Karnataka,Chitradurga,2022-08-18,Janmashtami (Smarta),0.714
Karnataka,Chitradurga,2022-03-01,Maha Shivaratri/Shivaratri,0.672
Karnataka,Chitradurga,2022-10-02,Mahatma Gandhi Jayanti,0.95
Karnataka,Chitradurga,2022-01-14,Makar Sankranti,0.672
Karnataka,Chitradurga,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1098
Karnataka,Chitradurga,2022-08-08,Muharram/Ashura,0.1034
Karnataka,Chitradurga,2022-10-24,Naraka Chaturdasi,0.7392
Karnataka,Chitradurga,2022-01-01,New Year's Day,0.65
